file_path,version_type,edition_info,volume,page,library,catalog_number,line_count,average_confidence,is_vertical
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-11.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,66,0.9604,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03487 （二）05427 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 陕西省图书馆/710000-1001-0000078-01.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,陕西省图书馆,2-03487,10,0.5110,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-4.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,8,0.9117,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-3.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,10,0.9906,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/002.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,16,0.9853,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/22-0101-0000115-02.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,吉林大学图书馆,3-07479,19,0.9711,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 2宋淳熙三年（1176）张杅桐川郡斋刻八年（1181）耿秉重修本/【1】00395 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋淳熙三年（1176）张杅桐川郡斋刻八年（1181）耿秉重修本 国家图书馆/史记一百三十卷- 7884 .jpg,B,B史记 集解、索隐合刻本 2宋淳熙三年（1176）张杅桐川郡斋刻八年（1181）耿秉重修本,,,国家图书馆,1-00395,31,0.8777,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/22-0101-0000115-05.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,吉林大学图书馆,3-07479,8,0.9751,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/序-1.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,7,0.9628,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03492 （二）05057 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 北京师范大学图书馆/史記.王延喆本2.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,北京师范大学图书馆,2-03492,5,0.9596,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-14.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,1,0.9879,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-10.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,6,0.9968,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/史記.黄丕烈跋.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,9,0.9364,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-13.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,24,0.9706,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07489 （三）04744 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 南京图书馆/00000007.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,南京图书馆,3-07489,20,0.9515,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 1宋黄善夫刻本/【1】00397 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋建安黄善夫家塾刻本 黄绍箕 罗振玉题款 国家图书馆#存六十八卷/00397 史记一百三十卷史记一百三十卷-07343.jpg,C,C史记 集解、索隐、正义三家注本 1宋黄善夫刻本,,,国家图书馆,1-00397,19,0.9874,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店/003-b05.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,2-03485,8,0.9861,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-25.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,21,0.9904,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/00398 史记一百三十卷 中国书店 元大德九路本.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,21,0.9786,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03478 （二）08604 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 甘肃省图书馆/0000036-01.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,甘肃省图书馆,2-03478,34,0.6148,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07487 （三）11323 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 南京图书馆/書影/150/000001.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,南京图书馆,3-07487,16,0.9881,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03479 （二）09360 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 安徽师范大学图书馆/史记集解 1-3安师大.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,安徽师范大学图书馆,2-03479,26,0.9833,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店/003-b02.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,2-03485,17,0.9785,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-22.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,1,0.9873,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07480 （三）03532 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆/IMG_5275.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,山东省图书馆,3-07480,9,0.9847,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/史記·卷八十四p1a.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,八十四,1a,江西省图书馆,4-10160,14,0.9649,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/IMG_0129.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,复旦大学图书馆,5-11554,5,0.9609,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/22-0101-0000115-04.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,吉林大学图书馆,3-07479,13,0.9873,是
../data/名录 史记2025-11-6/A史记 集解本 4明正德十年（1515）白鹿洞书院刻本/【5】11552 （五）07636 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明正德十年（1515）白鹿洞书院刻本 山西博物院/史記一百三十卷1.jpg,A,A史记 集解本 4明正德十年（1515）白鹿洞书院刻本,1,,,5-11552,18,0.9670,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/22-0101-0000115-03.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,吉林大学图书馆,3-07479,33,0.9375,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【1】00394 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（卷四十三配清光绪元年杨保彝影宋抄本） 季振宜题款 国家图书馆/史记一百三十卷-9591-1.jpg,B,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本,,,国家图书馆,1-00394,38,0.9630,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-2.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,22,0.9733,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆/索引序P1a.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,1a,重庆图书馆,2-03493,9,0.9987,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-5.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,24,0.9313,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03484 （二）00501 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中共福建省委党校图书馆/书影350000-2047-0000003/版本书影/350000-2047-0000003-02.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,中共福建省委党校图书馆,2-03484,9,0.9980,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/史記.黃丕烈跋.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,3,0.9346,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03483 （二）00326 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古大学图书馆/0000013-8.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古大学图书馆,2-03483,10,0.9649,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-07.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,22,0.9691,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/史记2.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,12,0.9858,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07490 （三）11165 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 四川大学图书馆/史記 鑒抑道人序末葉 明 川大.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,四川大学图书馆,3-07490,6,0.9766,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/跋-1.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,7,0.9916,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03483 （二）00326 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古大学图书馆/0000013-1.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古大学图书馆,2-03483,9,0.9974,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古/增补6-11279 史记一百三十卷 书影002-卷端.jpg,C,C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本,,,,6-12357,20,0.9715,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07484 （三）01729 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 华南师范大学图书馆/史记（華南師大圖書館）1.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,华南师范大学图书馆,3-07484,14,0.9736,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-09.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,14,0.9777,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03483 （二）00326 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古大学图书馆/0000013-6.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古大学图书馆,2-03483,19,0.9905,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03479 （二）09360 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 安徽师范大学图书馆/史记集解 2-3安师大.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,安徽师范大学图书馆,2-03479,7,0.9921,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1798.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,,2-03480,10,0.9893,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 序 碑林博物馆.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,,3-07486,9,0.9921,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07478 （三）11322 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 南京图书馆/书影/150/000001.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,南京图书馆,3-07478,8,0.9806,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆/05 史记集解一百三十卷 明 史 吉林市圖/22-0003-0000005-05.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,吉林市图书馆,3-07475,0,0.0000,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1240.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,11,0.9873,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1796.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,,2-03480,26,0.9742,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/IMG_0130.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,复旦大学图书馆,5-11554,10,0.9739,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-08.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,7,0.9987,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03483 （二）00326 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古大学图书馆/0000013-7.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古大学图书馆,2-03483,5,0.9751,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 9明万历二至三年（1574-1575）南京国子监刻本/【2】03498 （二）07735 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明万历二至三年（1574-1575）南京国子监刻本 严虞惇跋并录归有光批 归朝煦 顾王/史記-1.jpg,C,C史记 集解、索隐、正义三家注本 9明万历二至三年（1574-1575）南京国子监刻本,,,,2-03498,19,0.9779,是
